carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
moderate,independent,high,False,residential,26,wind,False,urban,RCV,539687.66,0,0,98930.45,281568.65,182638.2,184.61,True,False,local,True,False,15,3,False,0.0,0.0,Simple,52,113687.91,8.08,14757.47,14.92,167880.74,59.62,Carrier Favorable
liberal,staff,,False,residential,28,water,False,rural,ACV,481113.15,0,0,59018.59,90881.55,31862.96,53.99,True,True,regional,False,False,33,5,False,0.0,0.0,High-Complexity,219,81213.86,69.66,22195.27,37.61,9667.69,10.64,Policyholder Favorable
moderate,staff,,False,residential,7,vehicle_impact,False,rural,RCV,576961.15,0,0,71285.69,83215.64,11929.95,16.74,False,False,,False,False,54,2,False,0.0,0.0,Complex,167,78545.95,60.86,7260.26,10.18,4669.69,5.61,Policyholder Favorable
tight,independent,medium,False,residential,33,hail,True,urban,RCV,412939.09,0,1,19831.57,79733.92,59902.35,302.06,True,True,local,True,False,16,3,False,0.0,0.0,Complex,103,34717.85,24.85,14886.27,75.06,45016.07,56.46,Carrier Favorable
moderate,independent,medium,False,residential,19,hail,False,rural,ACV,228778.54,0,1,19275.53,29378.06,10102.53,52.41,True,False,regional,False,False,42,3,False,0.0,0.0,Complex,135,27705.45,83.44,8429.92,43.73,1672.61,5.69,Policyholder Favorable
tight,independent,medium,False,residential,8,hurricane,True,rural,RCV,546451.5,1,0,50861.88,152126.46,101264.58,199.1,True,True,national,False,True,37,1,False,0.0,0.0,High-Complexity,190,113376.21,61.73,62514.33,122.91,38750.25,25.47,Policyholder Favorable
moderate,staff,,False,residential,40,water,False,suburban,RCV,224672.12,0,0,35431.0,50767.03,15336.03,43.28,False,False,,False,False,25,3,True,3977.4,0.51,Complex,187,50767.03,100.0,15336.03,43.28,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,13,hail,False,suburban,RCV,534098.22,0,0,38546.62,86935.69,48389.07,125.53,True,False,national,False,False,34,1,False,0.0,0.0,Complex,160,70921.24,66.9,32374.62,83.99,16014.45,18.42,Policyholder Favorable
tight,independent,medium,False,residential,6,hail,False,rural,ACV,423356.85,0,2,50166.73,213461.02,163294.29,325.5,True,False,local,True,False,10,3,False,0.0,0.0,Complex,110,58415.49,5.05,8248.76,16.44,155045.53,72.63,Carrier Favorable
moderate,independent,medium,False,residential,51,hail,False,suburban,RCV,281786.69,2,1,15825.67,34945.68,19120.01,120.82,True,False,local,True,False,7,3,False,0.0,0.0,Moderate,68,24299.66,44.32,8473.99,53.55,10646.02,30.46,Split Decision
moderate,staff,,False,residential,14,water,False,suburban,ACV,301614.16,0,0,29051.12,53676.75,24625.63,84.77,True,True,local,False,False,78,3,False,0.0,0.0,High-Complexity,273,49235.43,81.96,20184.32,69.48,4441.32,8.27,Policyholder Favorable
tight,staff,,False,residential,12,water,False,suburban,ACV,544240.7,0,1,79101.69,250510.36,171408.68,216.69,True,True,national,False,False,43,5,True,2439.25,0.42,High-Complexity,155,250510.36,100.0,171408.68,216.69,-0.0,-0.0,Policyholder Favorable
moderate,independent,medium,False,residential,40,hail,False,rural,RCV,274107.21,3,0,11861.61,17640.45,5778.83,48.72,False,False,,False,False,51,2,False,0.0,0.0,High-Complexity,149,14558.58,46.67,2696.97,22.74,3081.87,17.47,Split Decision
liberal,staff,,False,residential,32,water,False,rural,ACV,380049.71,1,0,43255.24,64423.27,21168.04,48.94,False,False,,False,False,67,2,True,7239.42,0.12,Complex,115,49727.38,30.58,6472.14,14.96,14695.9,22.81,Carrier Favorable
liberal,staff,,False,residential,36,hurricane,True,urban,RCV,379445.3,2,0,66486.56,113595.24,47108.68,70.85,True,False,local,False,False,50,2,False,0.0,0.0,Simple,38,86257.37,41.97,19770.81,29.74,27337.86,24.07,Split Decision
moderate,independent,medium,False,residential,49,wind,False,urban,RCV,379591.91,0,0,66075.72,83948.71,17872.99,27.05,False,False,,True,False,23,1,False,0.0,0.0,Simple,61,83948.71,100.0,17872.99,27.05,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,51,hail,False,suburban,RCV,292220.26,0,0,33079.25,80017.96,46938.71,141.9,True,False,regional,True,False,10,3,False,0.0,0.0,Simple,48,48914.81,33.74,15835.56,47.87,31103.14,38.87,Carrier Favorable
moderate,staff,,False,residential,20,wind,False,urban,ACV,470239.95,0,1,74503.53,183886.49,109382.96,146.82,True,False,local,False,False,39,1,False,0.0,0.0,Moderate,80,152926.12,71.7,78422.6,105.26,30960.37,16.84,Policyholder Favorable
liberal,independent,medium,False,residential,38,hail,False,urban,RCV,451080.17,0,0,19781.74,39431.93,19650.2,99.34,True,False,local,False,False,24,1,True,18314.45,0.51,Moderate,79,31798.71,61.15,12016.97,60.75,7633.23,19.36,Policyholder Favorable
moderate,independent,high,False,residential,35,hail,False,suburban,RCV,403684.63,2,0,31101.29,44316.09,13214.81,42.49,False,False,,False,False,18,3,False,0.0,0.0,Complex,130,35820.23,35.71,4718.95,15.17,8495.86,19.17,Carrier Favorable
moderate,independent,medium,False,residential,21,water,False,urban,ACV,310430.05,0,0,20256.04,32353.84,12097.8,59.72,False,False,,False,False,42,3,True,8593.16,0.47,High-Complexity,202,30455.41,84.31,10199.38,50.35,1898.42,5.87,Policyholder Favorable
tight,independent,high,False,residential,18,wind,False,rural,ACV,306319.77,0,0,57711.07,219058.97,161347.9,279.58,True,True,national,True,False,23,2,False,0.0,0.0,High-Complexity,246,66085.94,5.19,8374.88,14.51,152973.02,69.83,Carrier Favorable
liberal,staff,,False,residential,20,hurricane,True,urban,RCV,571578.69,2,3,55984.54,87796.48,31811.94,56.82,True,False,local,False,False,41,2,False,0.0,0.0,Moderate,99,57711.18,5.43,1726.65,3.08,30085.3,34.27,Carrier Favorable
liberal,independent,medium,False,residential,35,hail,False,rural,ACV,512698.34,0,1,63092.69,81180.45,18087.75,28.67,True,False,national,False,True,23,2,False,0.0,0.0,High-Complexity,200,73009.23,54.82,9916.54,15.72,8171.22,10.07,Split Decision
liberal,staff,,False,residential,23,wind,False,urban,ACV,554047.73,0,0,73548.89,135897.47,62348.59,84.77,True,False,regional,False,False,22,2,True,4701.85,0.11,Simple,55,109394.15,57.49,35845.27,48.74,26503.32,19.5,Split Decision
moderate,staff,,True,residential,12,wind,True,suburban,ACV,397377.71,0,0,31344.95,36072.47,4727.52,15.08,False,False,,True,False,24,3,False,0.0,0.0,Moderate,58,34025.23,56.7,2680.28,8.55,2047.24,5.68,Split Decision
moderate,staff,,False,residential,48,vehicle_impact,False,urban,ACV,547057.61,0,0,33457.85,64783.51,31325.66,93.63,False,False,,False,False,34,5,True,23717.91,0.31,Complex,122,55816.09,71.37,22358.24,66.83,8967.42,13.84,Policyholder Favorable
liberal,staff,,False,residential,9,hail,False,rural,RCV,491241.8,1,2,67221.77,106542.61,39320.85,58.49,True,False,local,False,False,16,3,False,0.0,0.0,Moderate,90,85174.22,45.66,17952.45,26.71,21368.39,20.06,Split Decision
liberal,staff,,False,residential,37,wind,False,suburban,RCV,526581.54,0,0,71387.97,104091.62,32703.65,45.81,True,False,national,False,False,22,1,False,0.0,0.0,Moderate,74,92831.45,65.57,21443.48,30.04,11260.17,10.82,Policyholder Favorable
tight,independent,medium,False,residential,34,hail,False,urban,ACV,468265.33,3,0,77399.49,124054.93,46655.44,60.28,False,False,,True,False,17,2,True,22769.02,0.49,High-Complexity,245,91419.36,30.05,14019.88,18.11,32635.57,26.31,Carrier Favorable
liberal,independent,high,False,residential,21,fire,False,suburban,RCV,213301.84,0,3,15094.6,43147.75,28053.15,185.85,True,True,regional,False,False,38,10,True,22388.24,0.16,High-Complexity,192,24075.56,32.01,8980.96,59.5,19072.19,44.2,Carrier Favorable
moderate,staff,,False,residential,51,hail,False,suburban,ACV,391150.92,0,1,73513.1,124824.27,51311.17,69.8,False,False,,True,False,16,3,True,23310.81,0.36,Moderate,64,84748.4,21.9,11235.3,15.28,40075.87,32.11,Carrier Favorable
liberal,staff,,False,residential,51,wind,False,rural,RCV,351719.52,1,0,64561.57,78189.63,13628.06,21.11,False,False,,False,True,29,3,False,0.0,0.0,High-Complexity,226,70289.52,42.03,5727.95,8.87,7900.11,10.1,Split Decision
liberal,staff,,False,residential,35,water,False,rural,RCV,278486.26,0,0,24690.87,48954.8,24263.92,98.27,False,False,,False,False,77,2,True,22188.44,0.06,Complex,76,35573.26,44.85,10882.38,44.07,13381.54,27.33,Split Decision
tight,staff,,False,residential,38,hurricane,True,suburban,ACV,489569.07,0,3,76448.85,158108.36,81659.51,106.82,True,False,national,False,False,31,1,True,2784.2,0.41,High-Complexity,212,158108.36,100.0,81659.51,106.82,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,28,water,False,urban,RCV,430768.86,2,1,49936.4,112312.73,62376.33,124.91,True,False,local,False,False,45,2,False,0.0,0.0,Complex,163,83503.9,53.81,33567.51,67.22,28808.82,25.65,Split Decision
moderate,independent,low,False,residential,9,hurricane,True,suburban,RCV,409273.23,2,0,33065.09,66989.5,33924.41,102.6,True,False,local,True,True,23,3,False,0.0,0.0,High-Complexity,243,41304.7,24.29,8239.61,24.92,25684.8,38.34,Carrier Favorable
liberal,staff,,False,residential,8,hurricane,True,urban,RCV,315565.73,1,0,41777.02,56261.3,14484.28,34.67,True,True,national,False,False,28,1,False,0.0,0.0,Complex,125,52584.46,74.61,10807.44,25.87,3676.84,6.54,Policyholder Favorable
liberal,independent,high,False,residential,13,fire,False,rural,RCV,534930.97,2,0,53562.37,90553.42,36991.04,69.06,True,False,regional,False,False,191,9,True,20939.37,0.09,High-Complexity,155,59343.08,15.63,5780.71,10.79,31210.34,34.47,Carrier Favorable
tight,independent,medium,False,residential,13,hail,False,suburban,RCV,583010.89,1,1,62101.92,311015.61,248913.68,400.81,True,True,regional,True,False,22,2,False,0.0,0.0,High-Complexity,239,70853.51,3.52,8751.59,14.09,240162.1,77.22,Carrier Favorable
moderate,independent,high,False,residential,17,hail,False,suburban,ACV,421458.09,1,1,48723.71,71601.0,22877.29,46.95,False,False,,False,False,50,3,False,0.0,0.0,Moderate,76,54185.69,23.88,5461.98,11.21,17415.31,24.32,Carrier Favorable
liberal,staff,,False,residential,16,hail,False,urban,RCV,205037.05,2,0,17405.43,22689.73,5284.3,30.36,False,False,,False,False,18,2,False,0.0,0.0,Simple,48,18477.25,20.28,1071.82,6.16,4212.48,18.57,Carrier Favorable
tight,independent,low,False,residential,8,wind,False,urban,RCV,291834.92,0,1,12361.34,16216.05,3854.7,31.18,False,False,,True,False,8,2,False,0.0,0.0,Complex,130,16216.05,100.0,3854.7,31.18,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,30,fire,False,suburban,ACV,592690.89,0,0,38503.84,48074.61,9570.77,24.86,False,False,,False,True,175,10,False,0.0,0.0,High-Complexity,127,42787.43,44.76,4283.6,11.13,5287.18,11.0,Split Decision
moderate,independent,medium,False,residential,22,hail,False,suburban,RCV,439153.97,1,1,69234.65,230818.42,161583.78,233.39,True,True,national,True,False,23,3,False,0.0,0.0,High-Complexity,255,84031.4,9.16,14796.75,21.37,146787.03,63.59,Carrier Favorable
moderate,staff,,False,residential,8,fire,False,urban,ACV,372681.19,3,3,62800.92,85548.99,22748.07,36.22,False,False,,False,False,116,4,True,15509.44,0.12,High-Complexity,195,72088.58,40.83,9287.66,14.79,13460.41,15.73,Split Decision
liberal,staff,,False,residential,30,water,False,rural,RCV,460122.86,0,2,85706.87,132417.33,46710.47,54.5,True,False,local,False,False,52,5,True,3191.02,0.55,High-Complexity,263,107451.01,46.55,21744.14,25.37,24966.33,18.85,Split Decision
liberal,staff,,False,residential,6,hail,False,urban,ACV,500371.36,0,3,92633.84,143072.71,50438.87,54.45,True,False,local,False,False,58,1,False,0.0,0.0,Moderate,55,124030.68,62.25,31396.84,33.89,19042.03,13.31,Policyholder Favorable
moderate,independent,low,False,residential,23,wind,False,suburban,RCV,307518.84,3,0,47285.61,58671.67,11386.07,24.08,False,False,,False,False,27,1,True,3001.9,0.13,Complex,148,56824.64,83.78,9539.04,20.17,1847.03,3.15,Policyholder Favorable
moderate,independent,medium,False,residential,34,hail,False,suburban,RCV,275503.39,0,1,23029.74,79890.75,56861.01,246.9,True,True,local,True,False,17,1,False,0.0,0.0,Complex,218,39798.33,29.49,16768.59,72.81,40092.43,50.18,Carrier Favorable
liberal,staff,,False,residential,16,water,False,urban,RCV,315554.92,0,0,62642.85,76322.47,13679.62,21.84,False,False,,False,False,15,4,False,0.0,0.0,Moderate,66,73047.18,76.06,10404.33,16.61,3275.29,4.29,Policyholder Favorable
moderate,staff,,False,residential,14,hail,False,urban,RCV,532055.56,2,1,85567.37,221632.59,136065.22,159.02,True,True,local,True,False,24,2,False,0.0,0.0,Complex,97,96677.47,8.17,11110.1,12.98,124955.12,56.38,Carrier Favorable
moderate,independent,medium,False,residential,22,water,False,urban,RCV,232036.86,0,1,22898.43,32597.47,9699.04,42.36,False,False,,False,False,69,5,True,8219.98,0.18,High-Complexity,160,30664.39,80.07,7765.96,33.91,1933.08,5.93,Policyholder Favorable
tight,staff,,False,residential,18,hurricane,True,urban,RCV,221478.88,0,2,19553.19,71757.43,52204.24,266.99,True,False,national,True,False,9,1,True,15344.06,0.4,Complex,182,30491.56,20.95,10938.37,55.94,41265.87,57.51,Carrier Favorable
liberal,staff,,False,residential,31,wind,False,suburban,ACV,252345.41,1,0,24385.85,31630.01,7244.16,29.71,True,False,local,False,False,35,1,False,0.0,0.0,Complex,143,28034.03,50.36,3648.18,14.96,3595.98,11.37,Split Decision
moderate,staff,,False,residential,30,fire,False,rural,RCV,370304.65,0,1,49188.4,100688.25,51499.85,104.7,True,False,local,False,False,71,4,True,17995.94,0.26,High-Complexity,226,89148.82,77.59,39960.41,81.24,11539.44,11.46,Policyholder Favorable
liberal,staff,,False,residential,37,water,False,suburban,RCV,457153.61,0,2,51634.62,63200.35,11565.73,22.4,True,False,regional,False,True,27,5,False,0.0,0.0,High-Complexity,187,62019.88,89.79,10385.26,20.11,1180.46,1.87,Policyholder Favorable
tight,staff,,False,residential,9,water,False,suburban,RCV,224449.15,2,0,39669.37,51653.57,11984.2,30.21,False,False,,False,False,48,4,False,0.0,0.0,High-Complexity,263,47694.72,66.97,8025.36,20.23,3958.85,7.66,Policyholder Favorable
liberal,independent,medium,False,residential,14,hail,True,urban,ACV,317739.27,1,1,46176.86,66831.5,20654.65,44.73,True,False,national,True,True,18,3,False,0.0,0.0,Complex,135,56131.65,48.2,9954.8,21.56,10699.85,16.01,Split Decision
tight,staff,,False,residential,25,fire,False,suburban,RCV,443957.5,0,0,28352.53,52363.54,24011.01,84.69,False,False,,False,True,172,11,True,16729.44,0.26,High-Complexity,158,50268.69,91.28,21916.16,77.3,2094.85,4.0,Policyholder Favorable
moderate,staff,,False,residential,39,hail,False,urban,ACV,572337.47,0,1,35782.99,54740.81,18957.82,52.98,True,False,regional,False,False,55,2,False,0.0,0.0,Complex,72,48027.19,64.59,12244.2,34.22,6713.62,12.26,Policyholder Favorable
moderate,independent,low,False,residential,27,hail,False,suburban,RCV,504669.96,0,0,34556.17,46461.53,11905.37,34.45,False,False,,False,False,47,2,False,0.0,0.0,Moderate,84,42247.45,64.6,7691.28,22.26,4214.08,9.07,Policyholder Favorable
tight,staff,,False,residential,28,hurricane,True,urban,RCV,476539.95,1,1,61075.47,71151.95,10076.48,16.5,False,False,,True,False,17,3,False,0.0,0.0,Moderate,64,71151.95,100.0,10076.48,16.5,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,31,hail,False,suburban,RCV,201011.02,0,0,22924.29,29528.98,6604.69,28.81,True,False,local,False,False,50,3,False,0.0,0.0,Simple,30,26295.35,51.04,3371.06,14.71,3233.63,10.95,Split Decision
liberal,staff,,False,residential,24,hurricane,True,suburban,RCV,475244.16,3,1,40857.57,60815.26,19957.69,48.85,False,False,,False,False,17,1,False,0.0,0.0,Simple,45,40857.57,0.0,0.0,0.0,19957.69,32.82,Carrier Favorable
moderate,staff,,False,residential,38,water,False,suburban,RCV,333698.55,3,0,55677.03,101172.46,45495.44,81.71,True,False,regional,False,False,71,2,True,11216.08,0.31,High-Complexity,206,93702.96,83.58,38025.93,68.3,7469.51,7.38,Policyholder Favorable
liberal,staff,,False,residential,12,wind,True,urban,RCV,581462.58,1,2,43670.82,54589.24,10918.42,25.0,False,False,,False,True,59,1,False,0.0,0.0,Complex,146,48913.03,48.01,5242.21,12.0,5676.21,10.4,Split Decision
moderate,staff,,False,residential,45,hurricane,True,urban,ACV,350353.14,0,0,51446.07,75483.97,24037.9,46.72,False,False,,False,False,53,2,False,0.0,0.0,Moderate,67,65383.47,57.98,13937.4,27.09,10100.49,13.38,Split Decision
liberal,staff,,False,residential,23,hail,False,suburban,RCV,412077.42,2,1,62739.34,79446.22,16706.88,26.63,True,False,regional,False,False,17,3,False,0.0,0.0,Moderate,52,70890.08,48.79,8150.73,12.99,8556.15,10.77,Split Decision
tight,staff,,False,residential,28,wind,False,suburban,RCV,570485.64,1,0,89162.95,183028.44,93865.5,105.27,True,True,national,False,True,29,3,False,0.0,0.0,High-Complexity,197,183028.44,100.0,93865.5,105.27,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,28,water,False,urban,RCV,597879.66,1,3,33136.22,91135.07,57998.84,175.03,True,False,local,False,False,51,3,True,21472.81,0.25,High-Complexity,195,44063.18,18.84,10926.96,32.98,47071.89,51.65,Carrier Favorable
moderate,staff,,False,residential,60,hail,False,suburban,RCV,456447.79,3,0,66964.33,190231.14,123266.81,184.08,True,False,regional,True,False,7,2,False,0.0,0.0,Moderate,62,84703.68,14.39,17739.36,26.49,105527.45,55.47,Carrier Favorable
moderate,independent,medium,False,residential,14,hurricane,True,rural,RCV,544952.15,0,1,72299.3,169134.87,96835.57,133.94,True,False,local,False,False,37,2,False,0.0,0.0,Moderate,63,136339.09,66.13,64039.79,88.58,32795.78,19.39,Policyholder Favorable
liberal,independent,high,False,residential,11,hail,False,urban,RCV,340855.39,0,0,36215.48,51941.63,15726.14,43.42,False,False,,False,True,16,1,False,0.0,0.0,Moderate,73,38433.75,14.11,2218.27,6.13,13507.88,26.01,Carrier Favorable
moderate,independent,low,False,residential,29,fire,False,suburban,RCV,268299.8,2,0,21852.03,49964.69,28112.66,128.65,True,False,regional,False,False,176,11,True,23272.3,0.51,High-Complexity,221,42206.58,72.4,20354.55,93.15,7758.11,15.53,Policyholder Favorable
moderate,independent,high,False,residential,8,hail,True,urban,RCV,249799.56,2,1,16201.62,42902.83,26701.22,164.81,True,False,local,True,False,17,2,True,14365.91,0.36,Moderate,64,26069.96,36.96,9868.34,60.91,16832.87,39.23,Carrier Favorable
moderate,independent,high,False,residential,19,water,False,urban,ACV,372424.5,0,3,23147.01,62731.31,39584.3,171.01,True,False,regional,False,False,52,4,True,11129.3,0.49,High-Complexity,178,50136.14,68.18,26989.13,116.6,12595.17,20.08,Policyholder Favorable
moderate,staff,,False,residential,16,wind,False,urban,ACV,478492.24,0,2,43849.93,126128.45,82278.53,187.64,True,True,national,True,False,13,3,True,22029.15,0.0,High-Complexity,177,53061.21,11.2,9211.28,21.01,73067.25,57.93,Carrier Favorable
moderate,independent,medium,False,residential,11,vehicle_impact,False,suburban,ACV,534402.8,0,0,29823.31,50539.59,20716.28,69.46,True,False,local,False,False,44,4,False,0.0,0.0,Complex,120,41473.51,56.24,11650.2,39.06,9066.08,17.94,Split Decision
